English,German
English: Protect,Schützen
English: start_date and end_date are the two dates between which you want to know the number of days,Ausgangsdatum und Zieldatum sind die beiden Datumswerte für die die Anzahl der dazwischen liegenden Tage ermittelt werden soll
English: is an optional upper bound to the interval of x. If omitted  B = 1, ist eine optionale Obergrenze des Intervalls für x. Wenn der Parameter fehlt dann ist B = 1
English: is any value or expression or reference,ist ein beliebiger Wert  Ausdruck oder Bezug
English: Format cells that contain:,Zellen formatieren die folgende Werte enthalten:
English: Top/Bottom Rules,Obere/untere Regeln
English: &None,&Keine
English: Check Spelling,Rechtschreibprüfung
English: Every weekday,Jeden Wochentag
English: Show time as:,Zeit anzeigen als:
English: Align Centers,Zentriert ausrichten
English: Ignore null values,Nullwerte ignorieren
English: Appointment Recurrence,Terminserie
English: One Label,Eine Beschriftung
English: Two Labels,Zwei Beschriftungen
English: &Left,&Links
English: &Subject:,&Betreff:
English: Deselect All,Gesamte Auswahl aufheben
English: Series Options,Serienoptionen
English: Secondary Axes X,Sekundäre X-Achse
English: Secondary Axes Y,Sekundäre Y-Achse
English: X-Axis Settings,Einstellungen der X-Achse
English: Y-Axis Settings,Einstellungen der Y-Achse
English: Show Row Grand Totals,Zeige Gesamtsumme Zeilen
English: Tile,Kachel
English: This year,In diesem Jahr
English: JPEG File Interchange Format,JPEG File Interchange Format
English: Switch the pages between portrait and landscape layouts.,Wechselt zwischen Hoch- und Querformat.
English: Between (Specifies a range to test. Returns true if a value is greater than or equal to the first operand and less than or equal to the second operand.,"Between (Definiert einen Testbereich. ""Wahr"" wird zurückgegeben wenn der Wert größer oder gleich dem ersten Operanden und kleiner oder gleich dem zweiten ist."
English: Send the selected object behind all other objects.,Senden Sie das ausgewählte Objekt hinter allen anderen Objekten.
English: Hyperlink...,Hyperlink...
English: Print Pre&view,Druckvorschau
English: Preview pages before printing.,Druckvorschau vor dem Druck vornehmen.
English: Headers,Kopfzeilen
English: Print Horizontal Lines,Horizontale Linien Drucken
English: Print Vertical Lines,Vertikale Linien Drucken
English: Print Column Headers,Print Column Headers
English: Compaction Mode,Kompaktmodus
English: Sheet Name,Name Tabellenblatt
English: Delete Cells...,Zellen löschen...
English: Tracking,Nachverfolgung
English: Picture Tools,Bildwerkzeuge
English: Top 10 Items,Top 10 Elemente
English: Red To Black,Rot zu schwarz
English: Directional,Richtungen
English: 3 Traffic Lights (Unrimmed),3 Ampeln (ohne Rand)
English: 3 Traffic Lights (Rimmed),3 Ampeln (mit Rand)
English: Manage Rules...,Regeln verwalten...
English: Top 10 Items...,Top 10 Elemente...
English: Long Date,Datum lang
English: Short Date,Datum kurz
English: Format only top or bottom ranked values,Nur obere oder untere Werte formatieren
English: Format only values that are above or below average,Nur Werte über oder unter dem Durchschnitt formatieren
English: Use a formula to determine which cells to format,Formel zur Ermittlung der zu formatierenden Zellen verwenden
English: Adds a new condition to this group,Fügt eine neue Bedingung zu dieser Gruppe hinzu
English: Removes this condition,Entfent diese Bedingung
English: Adds a new item to the list,Fügt ein neues Element zur Liste hinzu
English: Insert Row Above,Zeile oberhalb einfügen
English: Insert Row Below,Zeile unterhalb einfügen
English: Delete Column,Spalte löschen
English: Spelling Options,Rechtschreiboptionen
English: Choose which dictionary to use when checking your spelling.,Wählen Sie das Wörterbuch für die Rechtscheibprüfung aus.
English: Left Header,Kopfzeile links
English: Center Header,Kopfzeile zentrieren
English: Center Footer,Fußzeile zentrieren
English: Format values that are:,Werte formatieren für die gilt:
English: Format values that rank in the:,Werte formatieren die im Geltungsbereich liegen:
English: Format all:,Alle formatieren:
English: Load...,Laden...
English: Min Value Internal,Minimalwert intern
English: Max Value Internal,Maximalwert intern
English: AutoSize,Automatische Größe
English: Maximum Card Columns,Maximale Kartenspalten
English: Use Styles,Stile verwenden
English: Evaluate Binding,Bindung prüfen
English: Corporate,Geschäftlich
English: The table or view you choose determines which columns will be available in your report.,Die Tabelle oder Ansicht bestimmt die Spalten welche im Bericht verfügbar sind.
English: OK,OK
English: Target Type,Zieltyp
English: Right,Rechts
English: Skip Null Or Empty Values,Überspringen Null Oder Leere Werte
English: Caption,Beschriftung
English: Message Template Skip Null Or Empty Values,Nachricht Template Null Oder Leere Werte
English: Message Template Target Does Not Satisfy Target Criteria,Nachricht Template  Ziel erfüllt nicht die Zielkriterien
English: Read,Lesen
English: Write,Schreiben
English: Text,Text
English: Options,Optionen
English: Message Template Target Does Not Satisfy Collection Criteria,Nachricht Schablone Erfüllt Nicht Kollektion Kriterie
English: Auto,Automatisch
English: Title,Titel
English: Open,Öffnen
English: Subject,Betreff
English: Font,Schriftart
English: Horizontal,Horizontal
English: Display Name,Anzeigename
English: Visibility,Sichtbarkeit
English: Owner,Besitzer
English: Format,Format
English: Border,Rand
English: Max,Max
English: Min,Min
English: Height,Höhe
English: Status,Status
English: Position,Position
English: Reset,Zurücksetzen
English: Navigation,Navigation
English: Zoom In,Vergrößern
English: Warning,Warnung
English: Copy,Kopieren
English: Columns,Spalten
English: Data Type,Datentyp
English: Day,Tag
English: Weight,Gewichtung
English: Data Source,Datenquelle
English: Export,Exportieren
English: New,Neu
English: Zoom Out,Verkleinern
English: Width:,Breite
English: Fill Style,Füllstil
English: Legend,Legende
English: Far,Fern
English: Paste,Einfügen
English: Refresh,Aktualisieren
English: Current,Aktuell
English: Found Object Messages Separator,Gefundene Objekt Nachrichten Teiler
English: is the security's maturity date expressed as a serial date number,ist der Fälligkeitstermin des Wertpapiers als fortlaufende Zahl angegeben
English: array,Matrix
English: Yes,Ja
English: Show,Anzeigen
English: Normal,Normal
English: &Cancel,&Abbrechen
English: criteria,Kriterien
English: Home,Startseite
English: Strikethrough,Durchgestrichen
English: Chart,Diagramm
English: File Name,Dateiname
English: Height:,Höhe:
English: Automatic,Automatisch
English: Ascending,Aufsteigend
English: &OK,&OK
English: Context Id,Kontext-ID
English: Update,Aktualisieren
English: Pattern,Muster
English: Save As,Speichern als
English: Summary,Zusammenfassung
English: All Day,Ganztägig
English: High,Hoch
English: Between,Zwischen
English: (All),(Alle)
English: Back,Zurück
English: Background Color,Hintergrundfarbe
English: Rule Name,Regelname
English: of,von
English: Arrange,Anordnen
English: Styles,Stile
English: Author,Autor
English: Open Related Record,Datensatz öffnen
English: Type:,Typ:
English: field,Datenbankfeld
English: Date Time,Datum Zeit
English: Manual,Manuell
English: Chart Data Source,Diagramm Datenquelle
English: Quarter,Quartal
English: Confirm Password,Kennwort bestätigen
English: Validation Details,Validierungsdetails
English: Error Message,Fehlermeldung
English: Target Collection Aggregate,Ziel Sammlung Aggregate
English: Text Alignment,Textausrichtung
English: No data to display,Keine Daten zum Anzeigen
English: Decimal,Dezimal
English: Pane,Scheibe
English: Clear Sorting,Sortierung entfernen
English: Sort Descending,Absteigend sortieren
English: Sort Order,Sortierreihenfolge
English: Thickness,Dicke
English: Password:,Passwort:
English: Move Up,Nach oben
English: Move Down,Nach unten verschieben
English: Lines,Linien
English: Forward,Vorwärts
English: Action,Aktion
English: Target State,Zielstatus
English: Roles,Rollen
English: Used Properties,Gebrauchte Eigenschaften
English: Operator Type,Operator Typ
English: Workflow,Ablauf
English: type,Typ
English: standard_dev,Standabwn
English: Previous Page,Vorherige Seite
English: From,Von
English: Angle,Winkel
English: Above Average,Überdurchschnittlich
English: Rotate,Drehen
English: &Remove,&Entfernen
English: Log In,Anmelden
English: Symbol,Symbol
English: 100%,100%
English: pv,Bw
English: array1,Matrix1
English: array2,Matrix2
English: Right:,Rechts:
English: Subscript,Tiefgestellt
English: Split Cells,Zellen teilen
English: Spacing,Abstand
English: Boolean,Boolesche
English: Cross,Kreuz
English: Indent:,Abstand
English: Point,Punkt
English: Below Average,Unter dem Durchschnitt
English: Page range:,Seitenbereich:
English: Expand All,Alles erweitern
English: Recurrence Pattern,Serienmuster
English: Results,Ergebnisse
English: Page Range,Seitenbereich
English: Report Designer,Berichtsdesigner
English: Bar Distance,Balkenabstand
English: reference,Bezug
English: nper,Zzr
English: significance,Signifikanz
English: Modified:,Geändert:
English: Antialiasing,Kantenglättung
English: Last Week,Letzte Woche
English: Select,Auswählen
English: Borders,Rahmen
English: Tables,Tabellen
English: Table of Contents,Inhaltsverzeichnis
English: Superscript,Hochgestellt
English: Square,Quadrat
English: Bring to Front,In den Vordergrund
English: Send to Back,In den Hintergrund
English: Font Size,Schriftgröße
English: Merge Cells,Zellen verbinden
English: Total,Ergebnis
English: Items,Elemente
English: Contains,Enthält
English: px,px
English: layoutControlItem1,layoutControlItem1
English: Bitmap,Bitmap
English: State Property Name,Status Eigenschaft Name
English: Allow Multiple Runs,Mehrfache Ausführung zulassen
English: Last Name,Nachname
English: Rule Range Properties,Regel Bereich Eigenschaften
English: Rule String Comparison Properties,Regel String Vergleich Eigenschaften
English: Rule Value Comparison Properties,Regel Wert Vergleichs Eigenschaften
English: Root,Wurzel
English: is the number of characters to use,ist die Anzahl der zu verwendenden Zeichen
English: is the security's redemption value per $100 face value,ist der Rückzahlungswert des Wertpapiers pro 100€ Nennwert
English: Light,Hell
English: End,Ende
English: Export To,Exportieren nach
English: Page Layout,Seitenlayout
English: Insert Table,Tabelle einfügen
English: By,Nach
English: Top Left,Oben links
English: Top Right,Oben rechts
English: Bottom Left,Unten links
English: Bottom Right,Unten rechts
English: Palette,Palette
English: Titles,Titel
English: Less Than,Weniger als
English: This Month,Dieser Monat
English: Open...,Öffnen...
English: Edit...,Bearbeiten...
English: Inch,Zoll
English: This week,Diese Woche
English: Header/Footer,Kopfzeile/Fußzeile
English: Object Type,Objekttyp
English: User Activity Version,Benutzer Aktivitäts Version
English: Report Type,Berichtstyp
English: Rule Combination Of Properties Is Unique Properties,Regelkombination von Eigenschaften ist einzigartig Eigenschaften
English: Rule Criteria Properties,Regel Kriterien Eigenschaften
English: Rule From Bool Property Properties,Regel von Bool-Eigenschaftseigenschaften
English: Rule Is Referenced Properties,Regel wird referenziert Eigenschaften
English: Rule Object Exists Properties,Eigenschaften des Regelobjekts Exists
English: Rule Property Value Properties,Regel Eigenschaft Wert Eigenschaften
English: Rule Regular Expression Properties,Eigenschaften des regulären Ausdrucks in der Regel
English: Rule Required Field Properties,Regel Erforderliche Feldeigenschaften
English: Rule Unique Value Properties,Regel Eindeutige Werteigenschaften
English: Paste Special,Spezielle Inhalte einfügen
English: No Color,Keine Farbe
English: serial_number,Serien_nummer
English: Style:,Stil:
English: Accessed:,Geöffnet: 
English: Bar Distance Fixed,Festgelegter Balkenabstand
English: Equal Bar Width,gleiche Balkenbreite
English: Page Size,Seitengröße
English: Never,Nie
English: Match case,Groß-/Kleinschreibung anpassen
English: Download,Download
English: Dotted,Punktiert
English: Multiple,Mehrfach
English: Tabs,Tabulatoren
English: Section (Next Page),Abschnitt (nächste Seite
English: Section (Even Page),Abschnitt (gerade Seite)
English: Section (Odd Page),Abschnitt (ungerade Seite)
English: Spelling,Rechtschreibung
English: Grid Lines,Gitterlinien
English: Add Calculated Field,Formelfeld hinzufügen
English: Advanced,Erweitert
English: Show In Legend,In Legende anzeigen
English: Inverted Step,Schritt invertieren
English: Panes,Bereiche
English: Gauges,Messgeräte
English: Aggregate,Aggregat
English: Pie,Torte
English: Series Type,Serientyp
English: Orientation:,Ausrichtung:
English: Hand Tool,Hand
English: Printing,Druckt
English: Sorting,Sortierung
English: Snooze,Später
English: Dismiss,Verwerfen
English: Middle Name,Zweiter Vorname
English: Edit Series,Serie bearbeiten
English: Auto Width,Automatische Breite
English: Symbology,Symbologie
English: probability_s,Erfolgswahrscheinlichkeit_en
English: pr,pr
English: End time,Endet um
English: From your computer,Von Ihrem Computer
English: occurrences,Vorkommnisse
English: Print Option,Druckoptionen
English: Letter,Brief
English: Table Styles,Tabellenformatvorlagen
English: Shape Styles,Formenarten
English: Apply to,Anwenden auf
English: Justified,Ausgerichtet
English: Bring Forward,Ebene nach vorne
English: Send Backward,Ebene nach hinten
English: Level 1,Ebene 1
English: Level 2,Ebene 2
English: Banded Rows,Verbundene Zeilen
English: Scale Break,Skalenumbruch
English: Secondary Axis Y,Sekundäre Achse Y
English: Layout Direction,Layoutausrichtung
English: Diamond,Raute
English: Standard Deviation,Standardabweichung
English: Restore,Wiederherstellen
English: Full,Voll
English: Parameter,Parameter
English: (None),(Keine)
English: Unique,Eindeutig
English: Standard,Standard
English: Start Date,Startdatum
English: Group Interval,Gruppenintervall
English: Nothing,Nichts
English: The number must be between {0} and {1}.,Die Zahl muss zwischen {0} und {1} liegen.
English: Single file page-by-page,Einzeldatei Seite-für-Seite
English: Shape,Form
English: Show Text,Text anzeigen
English: Property Descriptor,Eigenschaftsbeschreibung
English: Operand Value,Operanden Wert
English: Message Template Must Contain,Nachricht Vorlage muss enthalten
English: Message Template Must Begin With,Nachricht Vorlage muss beginnen mit
English: Message Template Must End With,Nachricht Vorlage muss enden mit
English: Message Template Must Be Equal,Nachricht Vorlage muss gleich sein
English: Message Template Must Not Be Equal,Nachricht Vorlage muss ungleich sein
English: Message Template Must Be Unique,Nachricht Vorlage muss eindeutig sein
English: Message Template Must Be Equal To Operand,Nachricht Vorlage muss gleich Operand sein
English: Message Template Must Be Greater Than Operand,Nachricht Vorlage muss größer Operand sein
English: Message Template Must Be Greater Than Or Equal To Operand,Nachricht Vorlage muss größer oder gleich Operand sein
English: Message Template Must Be Less Than Operand,Nachricht Vorlage muss kleiner Operand sein
English: Message Template Must Be Less Than Or Equal To Operand,Nachricht Vorlage muss kleiner oder gleich Operand sein
English: Message Template Must Not Be Equal To Operand,Nachricht Vorlage muss ungleich Operand sein
English: Message,Nachricht
English: layoutControlItem2,LayoutKontrollElement2
English: Designer,Designer
English: Single File,Einzelne Datei
English: Single File (Page-by-Page),Einzelne Datei (Seite für Seite)
English: Export Mode,Export Modus
English: Foreground Color,Vordergrundfarbe
English: Fit Width,Breite anpassen
English: is the numerator degrees of freedom  a number between 1 and 10^10  excluding 10^10,ist der Zähler der Freiheitsgrade eine Zahl zwischen 1 und 10^10 ohne 10^10
English: are 1 to 255 numbers or names arrays or references that contain numbers for which you want the mode,"sind 1 bis 255 Zahlen oder Namen, Arrays oder Referenzen, die Zahlen enthalten, für die Sie den Modus"
English: is the security's annual coupon rate,ist der jährliche Nominalzins des Wertpapiers
English: End date,Enddatum
English: From the web (URL),Aus dem Web (URL)
English: Table Properties,Tabelleneigenschaften
English: Choose the data that you want to analyze,Wählen Sie die zu analysierenden Daten aus
English: X-Axis,x-Achse
English: Y-Axis,y-Achse
English: &Location:,&Ort:
English: day(s),Tag(e)
English: second,Sekunde
English: ms,ms
English: Page Width,Seitenbreite
English: Folio,Folio
English: Delete Cells,Zellen löschen
English: Font style,Schriftart
English: Font color,Schriftfarbe
English: Double strikethrough,Doppelt durchgestrichen
English: Shift cells right,Zellen nach rechts verschieben
English: Shift cells down,Zellen nach unten verschieben
English: Number of columns,Anzahl der Spalten
English: Leader,Leitende
English: Increase Indent,Einzug vergrößern
English: Decrease Indent,Einzug verkleinern
English: Align Text Left,Text linksbündig ausrichten
English: Align Text Right, Text rechtsbündig ausrichten
English: Int32,Int32
English: Area Series,Bereiche
English: Bar Series,Bar-Serien
English: Range Series,Range-Serien
English: Dock Target,Dock-Ziel
English: Text Pattern,Textmuster
English: Rotation,Rotation
English: Scale Breaks,Skalenbrüche
English: Strips,Streifen
English: Integer,Ganze Zahl
English: End:,Ende:
English: Tabular,Tabellarisch
English: Always show zero level,Zeigt immer den Nullwert an
English: Delta Options,Delta Optionen
English: Binding,Bindung
English: Condition,Bedingung
English: Grand Totals,Gesamtsummen
English: Chart Tools,Diagrammtools
English: New name:,Neuer Name:
English: Next year,Nächstes Jahr
English: Category:,Kategorie:
English: XPS File,XPS-Datei
English: Rich Text Format,Rich Text Format
English: Is less than,Ist kleiner als
English: Connector,Verbinder
English: Top To Bottom,Von oben nach unten
English: Portable Network Graphics,Portable Netzwerk-Grafiken
English: View Items,Elemente ansehen
English: Filter Editor...,Filter bearbeiten...
English: Chart Wizard,Diagrammassistent
English: Confirm Delete,Löschen bestätigen
English: Object Access Permission,Zugriffsberechtigungen zum Objekt
English: The following objects are found:,Die folgenden Objekte wurden gefunden:
English: Case Sensitive,Groß-/Kleinschreibung beachten
English: Tree,Baum
English: Column Count,Spaltenanzahl
English: FNC1 Functional Character,FNC1 Funktionscharakter
English: Signature Options,Unterschrift Optionen
English: Right-to-left,Rechts-nach-links
English: (no spelling suggestions),(keine Rechtschreibvorschläge)
English: Formatting,Formatierung
English: is a logical value: payment at the beginning of the period = 1; payment at the end of the period = 0 or omitted,ist ein logischer Wert: Zahlung zu Beginn der Periode = 1; Zahlung am Ende der Periode = 0 oder weggelassen
English: is the salvage value at the end of the life of the asset,ist der Restwert am Ende der Nutzungsdauer
English: is a logical value: for the cumulative distribution function  use TRUE; for the probability mass function use FALSE,ist ein logischer Wert: für die kumulative Verteilungsfunktion verwenden Sie TRUE; für die Wahrscheinlichkeits-Massenfunktion verwenden Sie FALSE
English: is a logical value for the function to return: the cumulative distribution function = TRUE; the probability density function = FALSE,"ist ein logischer Wert, den die Funktion zurückgeben soll: die kumulative Verteilungsfunktion = TRUE; die Wahrscheinlichkeitsdichtefunktion = FALSE"
English: is the arithmetic mean of the distribution,ist das arithmetische Mittel der Verteilung
English: is the standard deviation of the distribution a positive number,ist die Standardabweichung der Verteilung eine positive Zahl
English: end_date,End_datum
English: criteria_range,Kriterien_Bereich
English: Format cells that rank in the TOP:,Zellen mit den höchsten Werten formatieren:
English: Outline,Gliederung
English: Sheet,Blatt
English: Between...,Zwischen...
English: Options...,Optionen...
English: Label:,Beschriftung:
English: Use ? to represent any single character,"Verwenden Sie ?, um ein einzelnes Zeichen darzustellen"
English: Use * to represent any series of characters,"Verwenden Sie *, um eine beliebige Folge von Zeichen darzustellen."
English: Clockwise rotate,Im Uhrzeigersinn rotieren
English: Show next page.,Nächste Seite anzeigen.
English: Fit Visible,An sichtbaren Bereich anpassen
English: Zoom to Page Level,Auf Seitenebene zoomen
English: Conditional Formatting Rules Manager,Manager für bedingte Formatierungsregeln
English: Paper source,Papierzufuhr
English: Secondary X-Axes,Sekundäre x-Achsen
